ID,Text,Comment
Good.Mushrooms2.PluralDisplayName,快速生长的蘑菇,250
Good.Awfulstew.DisplayName,糟糕的炖菜,251
Good.Awfulstew.PluralDisplayName,糟糕的炖菜,252
Good.Stew.DisplayName,炖菜,253
Good.Deluxestew.DisplayName,豪华炖菜,264
Good.Deluxestew.PluralDisplayName,豪华炖菜,265
Good.Deluxestew1.DisplayName,豪华炖菜,266
Good.Deluxestew1.PluralDisplayName,豪华炖菜,267
Good.Sunfloweroil.DisplayName,葵花油,268
Good.Sunfloweroil.PluralDisplayName,葵花油,269
Good.Nitroglycerin.DisplayName,硝化甘油,270
Good.Nitroglycerin.PluralDisplayName,硝化甘油,271
Good.Tar.DisplayName,焦油,272
Good.Tar.PluralDisplayName,焦油,273
Good.Ironore.DisplayName,铁矿石,274
Good.Ironore.PluralDisplayName,铁矿石,275
Good.Saltpeter.DisplayName,硝石,276
Good.Saltpeter.PluralDisplayName,硝石,277
Good.coal.DisplayName,煤,278
Good.coal.PluralDisplayName,煤,279
Good.Fossil.DisplayName,化石,280
Good.Fossil.PluralDisplayName,化石,281
Good.Crudesawblade.DisplayName,粗制锯片,282
Good.Crudesawblade.PluralDisplayName,粗制锯片,283
Good.Steelsawblade.DisplayName,钢锯片,284
Good.Steelsawblade.PluralDisplayName,钢锯片,285
Good.Anvil.DisplayName,铁砧,286
Good.Anvil.PluralDisplayName,铁砧,287
Good.Qualityaxle.DisplayName,优质轴,288
Good.Qualityaxle.PluralDisplayName,优质轴,289
Good.Wellbalancedwheel.DisplayName,平衡良好的轮子,290
Good.Wellbalancedwheel.PluralDisplayName,平衡良好的轮子,291
Good.Screwaxle.DisplayName,螺旋压榨机轴,292
Good.Screwaxle.PluralDisplayName,螺旋压榨机轴,293
Good.Metalfixation.DisplayName,金属紧固件,294
Good.Metalfixation.PluralDisplayName,金属紧固件,295
Good.Educativebooks.DisplayName,极致紧凑的图书馆套装,296
Good.Educativebooks.PluralDisplayName,极致紧凑的图书馆套装,297
Good.Smallcauldron.DisplayName,小锅,298
Good.Smallcauldron.PluralDisplayName,小锅,299
Good.Largecauldron.DisplayName,大锅,300
Good.Largecauldron.PluralDisplayName,大锅,301
Good.ScrapMetal1.DisplayName,矿石熔炼,302
Good.ScrapMetal1.PluralDisplayName,矿石熔炼,303
Good.Pencils.DisplayName,铅笔套装,304
Good.Pencils.PluralDisplayName,铅笔套装,305
Good.Carrotjuice.DisplayName,胡萝卜汁,306
Good.Carrotjuice.PluralDisplayName,胡萝卜汁,307
Good.Berryjuice.DisplayName,浆果汁,308
Good.Berryjuice.PluralDisplayName,浆果汁,309
Good.Shroomjuice.DisplayName,蘑菇汁,310
Good.Shroomjuice.PluralDisplayName,蘑菇汁,311
Good.Anvilmold.DisplayName,铁砧模具,312
Good.Anvilmold.PluralDisplayName,铁砧模具,313
Good.Scauldronmold.DisplayName,小锅模具,314
Good.Scauldronmold.PluralDisplayName,小锅模具,315
Good.Rail.DisplayName,铁轨,316
Good.Rail.PluralDisplayName,铁轨,317
Good.Librarybooks.DisplayName,图书馆书籍,318
Good.Librarybooks.PluralDisplayName,图书馆书籍,319
Good.Coconut.DisplayName,椰子,320
Good.Coconut.PluralDisplayName,椰子,321
Good.Ananas.DisplayName,菠萝,322
Good.Ananas.PluralDisplayName,菠萝,323
Good.Seashells.DisplayName,海贝壳,324
Good.Seashells.PluralDisplayName,海贝壳,325
Good.Shellnecklace.DisplayName,贝壳项链,326
Good.Shellnecklace.PluralDisplayName,贝壳项链,327
Good.Methane.DisplayName,甲烷,328
Good.Methane.PluralDisplayName,甲烷,329
Good.Alcohol.DisplayName,烈酒,330
Good.Alcohol.PluralDisplayName,烈酒,331
Good.ExoticSeeds.DisplayName,异国种子,332
Good.ExoticSeeds.PluralDisplayName,异国种子,333
Good.BrokenGlass.DisplayName,破碎的玻璃,334
Good.BrokenGlass.PluralDisplayName,破碎的玻璃,335
Good.Pumpkin.DisplayName,南瓜,336
Good.Pumpkin.PluralDisplayName,南瓜,337
Lapantouflemagic.Pumpkin.Description,"一种巨大的作物，虽然不需要太多劳力，但常常生长得乱七八糟。",338
Lapantouflemagic.Pumpkin.FlavorDescription,"""……每年最黑暗的夜晚，它们都会睁开发光的眼睛和嘴巴……吃掉不乖的小海狸！"" 
-奶奶海狸的篝火故事",339
TopBar.Special,建筑核心元素,340
TopBar.Plan,蓝图,341
TopBar.Constructionmaterials,建筑材料,342
TopBar.Drinkable,可饮用的,343
ToolGroups.village,基础村庄结构,344
ToolGroups.Basicbuildings,基础建筑,345
ToolGroups.intermediatebuildings,中级建筑,346
ToolGroups.advancedbuildings,高级建筑,347
ToolGroups.lightindustry,工业建筑,348
ToolGroups.heavyindustrybuildings,高级工业建筑,349
ToolGroups.Damhouses,"水坝、房屋和水坝房屋",350
Luc.notutorial.warning,<color=red>本模组与教程不兼容</color>,351
Luc.Loglevee.Description,由多根木头插入泥中构成的粗糙堤坝，用于基础景观设计。必须紧邻更高的地面建造。,352
Lapantouflemagic.primitivedam.FlavorDescription,"""实际上，它看起来挺好！"" 
-城市规划师海狸",353
Lapantouflemagic.4Wdistrictcenter.DisplayName,四通区中心,355
Lapantouflemagic.Unstorablestorage.DisplayName,无法储存的资源,356
Lapantouflemagic.StorageHouseW.DisplayName,液体储藏屋,357
Lapantouflemagic.StorageHouseW.Description,"一个高大的房屋，同时作为液体储藏。
<color=#00FFFF>可作为堤坝使用</color>",358
Lapantouflemagic.StorageHouseW.FlavorDescription,"""我……我真的尽力了，但我忍不住，我必须把它做成房子！"" 
-建筑师海狸",359
Lapantouflemagic.StorageHouseB.DisplayName,箱子储藏屋,360
Lapantouflemagic.StorageHouseB.Description,"一个高大的房屋，同时作为箱子储藏。
<color=#00FFFF>可作为堤坝使用</color>",361
Lapantouflemagic.StorageHouseB.FlavorDescription,"""模仿人类建筑的巅峰：立方体""",362
Lapantouflemagic.KitchenModule.DisplayName,通用厨房模块,363
Lapantouflemagic.KitchenModule.Description,"工业厨房的小扩展模块，可准备简单的食谱。
<color=#00FFFF>可作为堤坝使用</color>",364
Lapantouflemagic.KitchenModule.FlavorDescription,"""许多运转的机器，而我连怎么做饭都不知道？能出什么问题呢？""",365
Lapantouflemagic.BIT.DisplayName,海狸师范学院,366
Lapantouflemagic.BIT.FlavorDescription,"""根据我们的档案，这个传统名字源自一个吃青蛙的人类部落"" 
-智慧的无牙海狸，海狸长者",367
Lapantouflemagic.triplewatertightlodgeBottom.DisplayName,三层防水小屋,368
Lapantouflemagic.triplewatertightlodgeBottom.Description,"一个为两个家庭提供的工作房子，作为<color=green>搬运工</color>。
<color=#00FFFF>可作为堤坝使用</color>",369
Lapantouflemagic.triplewatertightlodgeBottom.FlavorDescription,"""我们的人口已经失控了"" 
-同一个农夫海狸",370
Lapantouflemagic.DeepWaterPumpUpgrade.DisplayName,深水泵升级,371
Lapantouflemagic.DeepWaterPumpUpgrade.FlavorDescription,"我们可以用这个做一个完整的水坝！ 
-智慧的无牙海狸，海狸长者",372
Lapantouflemagic.waterpumpUpgrade.DisplayName,水泵升级,373
Lapantouflemagic.waterpumpUpgrade.FlavorDescription,"如果泵不那么短就好了？",374
Lapantouflemagic.DeepWaterpumpupgradewallsegment.DisplayName,深水泵升级末端段,375
Lapantouflemagic.DeepWaterpumpupgradewallsegment.Description,"一个防水结构，用于封闭深水泵链的末端。
<color=red>如果放置困难，可以把相机撞向建筑物</color>。
<color=#00FFFF>可作为堤坝使用</color>",376
Lapantouflemagic.DeepWaterpumpupgradewallsegment.FlavorDescription,"我们按正确的方式建造水坝，我们可不是野蛮人！",377
Lapantouflemagic.Waterpumpupgradewallsegment.DisplayName,水泵升级末端段,378
Lapantouflemagic.Waterpumpupgradewallsegment.Description,"一个防水结构，用于封闭水泵链的末端。
<color=red>如果放置困难，可以把相机撞向建筑物</color>。
<color=#00FFFF>可作为堤坝使用</color>",379
Lapantouflemagic.Waterpumpupgradewallsegment.FlavorDescription,"如果我们只建这个，不加泵来封住……不，这个想法太傻了！",380
Good.IndustrialKitchenFancyBlueprint.DisplayName,豪华工业厨房蓝图,381
Good.IndustrialKitchenFancyBlueprint.PluralDisplayName,豪华工业厨房蓝图,382
Good.ComicBooks.DisplayName,漫画书,383
Good.ComicBooks.PluralDisplayName,漫画书,384
Lapantoufemagic.ComicsSegment.DisplayName,漫画书角,385
Lapantoufemagic.ComicsSegment.Description,一个舒适的地方，供爱好漫画的海狸阅读漫画书。,386
Lapantoufemagic.ComicsSegment.FlavorDescription,"谁会想到世界需要这么多次拯救！",387
Lapantouflemagic.Lightgravitybattery.DisplayName,轻型重力电池,388
Lapantouflemagic.Lightgravitybattery.Description,一个容易建造的重力电池，用一堆木头作为重量。,389
Lapantouflemagic.Lightgravitybattery.FlavorDescription,"对小海狸常见的惩罚是让他们在那儿晃上几小时。",390
Good.Scaffolding.DisplayName,脚手架,394
Good.Scaffolding.PluralDisplayName,脚手架,395
Good.Balloon.DisplayName,气球,396
Good.Balloon.PluralDisplayName,气球,397
Good.Clay.DisplayName,黏土,398
Good.Clay.PluralDisplayName,黏土,399
Good.MeanFlower.DisplayName,荆棘花,400
Good.MeanFlower.PluralDisplayName,荆棘花,401
Good.Cabbage2.DisplayName,卷心菜,402
Good.Cabbage2.PluralDisplayName,卷心菜,403
Lapantouflemagic.Brambles.FlavorDescription,"有一天，世界将完全被这些东西覆盖。",405
Lapantouflemagic.Cabbage.DisplayName,卷心菜,406
Lapantouflemagic.Cabbage.FlavorDescription,"""如果你咬了一口，你就要吃完它。"" 
-奶奶海狸",407
Lapantouflemagic.GiantSequoia.DisplayName,巨杉,408
Lapantouflemagic.GiantSequoia.FlavorDescription,想象一下我们能建多高！,409
Good.RedGrapes.DisplayName,葡萄,410
Good.RedGrapes.PluralDisplayName,葡萄,411
Lapantouflemagic.grapevine.DisplayName,葡萄藤,412
Lapantouflemagic.NewVine.FlavorDescription,"啊，文明终于回来了！",413
Lapantouflemagic.Rice.DisplayName,水稻田,417
Lapantouflemagic.Rice.FlavorDescription,别搅动泥巴。,418
Good.Rice.DisplayName,米饭,419
Good.Rice.PluralDisplayName,米饭,420
Good.FriedRice.DisplayName,炒饭,421
Good.FriedRice.PluralDisplayName,炒饭,422
Good.ChestnutStew.DisplayName,蘑菇炖菜,423
Good.ChestnutStew.PluralDisplayName,蘑菇炖菜,424
Good.GreenStew.DisplayName,蔬菜炖菜,425
Good.GreenStew.PluralDisplayName,蔬菜炖菜,426
NaturalResource.PinkBirch.DisplayName,常开花,428
Lapantouflemagic.SpaciousHouse.DisplayName,宽敞的房子,430
Good.BraisedCabbage.PluralDisplayName,焖卷心菜,433
Good.BraisedCabbage.DisplayName,焖卷心菜,434
Lapantouflemagic.2x2LousyWarehouse.DisplayName,糟糕的仓库,435
Lapantouflemagic.2x2LousyWarehouse.Description,一个稍微整洁的空间，用于正确储存资源。,436
Lapantouflemagic.2x2LousyWarehouse.FlavorDescription,"""你管这叫建筑？什么都没有！没有屋顶，没有墙，什么都没有！"" 
-一个建造者海狸",437
Lapantouflemagic.LousyWarehouseS.DisplayName,迷你糟糕仓库,438
Lapantouflemagic.LousyWarehouseS.Description,一项不值得任务中懒惰的尴尬展示。,439
Lapantouflemagic.LousyWarehouseS.FlavorDescription,"""我才不浪费时间做这个呢"" 
-一个建造者海狸",440
Lapantouflemagic.Cabbage2.DisplayName,卷心菜,441
Lapantouflemagic.Cabbage2.FlavorDescription,"嗯，尝起来像卷心菜。",442
NaturalResource.PinkBirch.FlavorDescription,"""棉花糖是什么？为什么大家都叫它们‘棉花糖树’？"" 
-一个农夫海狸",443
Lapantouflemagic.FoodPlaza.DisplayName,大烹饪棚,444
Good.Salt.DisplayName,山盐,445
Good.Salt.PluralDisplayName,山盐,446
Good.ZauerKraut.DisplayName,酸菜,447
Good.ZauerKraut2.DisplayName,清理桶,448
Good.ZauerKraut.PluralDisplayName,酸菜,449
Lapantouflemagic.GreaterCookingtent.DisplayName,大烹饪棚,450
Lapantouflemagic.GreaterCookingtent.FlavorDescription,"""厨师们意见不合并不罕见，但有一天，三个炖菜大师为哪个食谱最适合养活殖民地争论了起来。随之而来的是后来被称为‘炖菜大战’的事件。祈祷这种事永远不再发生吧，孩子们！"" 
-海狸爷爷，讲述他如何失去尾巴的故事",451
Lapantouflemagic.GreenPeas.DisplayName,青豆,452
Lapantouflemagic.GreenPeas.FlavorDescription,"""你知道吗，新鲜的青豆非常美味！"" 
-海狸妈妈",453
Lapantouflemagic.NewWaterPump.Description,"为海狸抽水并过滤饮用水。
<color=#00FFFF>可作为堤坝使用</color>",454
Good.MediumCauldron.DisplayName,中号锅,456
Good.MediumCauldron.PluralDisplayName,中号锅,457
Need.Filth.CriticalDescription,这只海狸满身污垢，如果不能清洗干净，它拒绝工作。,458
Need.Filth.CriticalDescriptionShort,脏海狸！,459
Good.Toys.DisplayName,木制玩具,460
Good.Toys.PluralDisplayName,木制玩具,461
Lapantouflemagic.ClayPot.DisplayName,陶罐,462
Lapantouflemagic.ClayPot.PluralDisplayName,陶罐,463
Lapantouflemagic.Filth.DisplayName,清洁的皮毛,464
Lapantouflemagic.ClayPit.DisplayName,黏土坑,465
Lapantouflemagic.ClayPit.Description,一个保护的河边空间，供海狸搅动泥巴并准备黏土。,466
Lapantouflemagic.ClayPit.FlavorDescription,"""呃！黏糊糊的！恶心！"" 
-一个挖黏土的海狸",467
Lapantouflemagic.Foundry.DisplayName,高温铸造厂,468
Lapantouflemagic.Foundry.FlavorDescription,"""如果你足够努力，任何东西都可以成为可燃废物。"" 
-铸造厂监督员",469
Lapantouflemagic.RiverBath.DisplayName,河浴,470
Lapantouflemagic.RiverBath.Description,一个简单的保护空间，供许多海狸在干旱过后洗澡。,471
Lapantouflemagic.RiverBath.FlavorDescription,"""我要粉红色的桶！"" ""不，那是我的，我一直用它！"" 
-典型的小海狸争吵",472
Lapantouflemagic.KitchenHouse.DisplayName,机械化厨房屋,473
Lapantouflemagic.KitchenHouse.FlavorDescription,"""我的炖菜是最棒的炖菜。那些不同意的……会变成炖菜。"" 
-疯厨师玛蒂尔达",474
Lapantouflemagic.Florist.DisplayName,花商,475
Lapantouflemagic.Florist.Description,"一个带有装饰性外悬走道的可堆叠房屋。只能种植装饰性花卉，但会协助收获。
<color=#00FFFF>可作为堤坝使用</color>",476
Lapantouflemagic.Florist.FlavorDescription,"""直接在田里吃作物是野蛮人干的事，先把它们摘好！"" 
-奶奶海狸",477
Lapantouflemagic.Overhang.DisplayName,外悬走道,478
Lapantouflemagic.Overhang.FlavorDescription,"""我不怕高！"" 
-傻瓜鲍比",479
Lapantouflemagic.CornerOverhang.DisplayName,拐角外悬走道,480
Lapantouflemagic.CornerOverhang.FlavorDescription,"""你是不是偷了我的图标？"" 
-托伯特",481
Lapantouflemagic.Decoshroom.DisplayName,装饰性蘑菇,482
Lapantouflemagic.Decoshroom.FlavorDescription,"""他们说这些蘑菇不能吃，但可以！至少吃一次。"" 
-啃木者杰克",483
Lapantouflemagic.RPG.PluralDisplayName,角色扮演游戏,484
Lapantouflemagic.FarmUpgradeA.DisplayName,农场升级 - 建造者办公室,485
Lapantouflemagic.FarmUpgradeA.FlavorDescription,"""在家工作当然很方便，但一旦你开始有小海狸到处乱跑时，单独的办公室要好得多"" 
-一个建造者海狸",487
Lapantouflemagic.FarmUpgradeB.DisplayName,农场升级 - 搬运工仓库,488
Lapantouflemagic.FarmUpgradeB.FlavorDescription,"""为什么我要写下我们有多少卷心菜？数字太难了！"" 
-傻瓜鲍比，关于‘库存’的概念",490
Lapantouflemagic.FarmUpgradeC.DisplayName,农场升级 - 极客阁楼,491
Lapantouflemagic.FarmUpgradeC.FlavorDescription,"""当厚重的门在你身后砰然关上，眼睛逐渐适应黑暗时，你终于看清了威胁世界的主谋的脸……她手中握着毁灭之杓，玛蒂尔达咧嘴一笑说：‘你想变成炖菜吗？’ 
现在通过恐惧检定，否则受到2d6伤害！""",493
Building.GiantBuriedTank.DisplayName,巨型埋藏储罐,495
Lapantouflemagic.FarmUpgradeD.DisplayName,农场升级 - 助理农夫,496
Lapantouflemagic.FarmUpgradeD.FlavorDescription,"""我们应该考虑使用更多的机器，做这些琐碎的工作只能让我们走到这一步。"" 
-一个工程师海狸",497
Lapantouflemagic.GathererHouse.DisplayName,采集者办公室,498
Lapantouflemagic.GathererHouse.Description,"一个供采集海狸小组会面并高效分工的大房子。也供一个家庭居住。
<color=#00FFFF>可作为堤坝使用</color>",499
Lapantouflemagic.GathererHouse.FlavorDescription,"""别你敢满身泥浆和浆果汁进我家！先去洗澡，否则我自己把你扔进河里！"" 
-海狸妈妈，每天晚上。",500
Lapantouflemagic.LumberjackHouse.DisplayName,伐木计划小屋,501
Lapantouflemagic.LumberjackHouse.Description,"一个高大的小屋，兼作伐木工小组的工作中心，适当的计划提高了他们的效率。也供一个家庭居住。
<color=#00FFFF>可作为堤坝使用</color>",502
Lapantouflemagic.LumberjackHouse.FlavorDescription,"""我爸爸最强了！他能背着整棵巨杉！"" 
-典型的小海狸吹牛",503
Lapantouflemagic.PassthroughHouse.DisplayName,通行小屋,504
Lapantouflemagic.PassthroughHouse.Description,"一个稍大的小屋，配有复杂的水闸系统，让海狸能轻松通过水坝另一侧。
容纳<color=green>一名搬运工</color>及其家庭。
<color=#00FFFF>可作为堤坝使用</color>",505
Lapantouflemagic.PassthroughHouse.FlavorDescription,"""你可能会觉得这个房子有额外空间吧？其实没有，水闸机制很大且吵闹，幸好几乎没人晚上用它。""",506
Lapantouflemagic.TappersFlag.DisplayName,采脂旗帜,507
Lapantouflemagic.TappersFlag.Description,采集松树树脂和其他树木精华。,508
Lapantouflemagic.TappersFlag.FlavorDescription,"""看起来挺简单，但要不让你的毛粘满这种黏糊糊的东西需要些技巧。""",509
Lapantouflemagic.TallPlatform.DisplayName,高平台,510
Lapantouflemagic.LitteralDoubleplatform.FlavorDescription,"""亲爱的，那可不是两个平台叠在一起，大家都知道这是违法的。这是一个带有中间楼层的高平台，完全不一样！"" 
-海狸妈妈",511
Good.FreshwaterWeed.DisplayName,淡水海带,512
Good.FreshwaterWeed.PluralDisplayName,淡水海带,513
Lapantouflemagic.MechanizedSeaweedfarm.DisplayName,机械化水培农场,514
Lapantouflemagic.ClockworkWaterFarmBlueprint.DisplayName,机械化水培农场蓝图,515
Lapantouflemagic.ClockworkWaterFarmBlueprint.PluralDisplayName,机械化水培农场蓝图,516
Lapantouflemagic.ClockworkWaterFarmBlueprint.Fancy.DisplayName,机械化水培农场豪华蓝图,517
Lapantouflemagic.ClockworkWaterFarmBlueprint.Fancy.PluralDisplayName,机械化水培农场豪华蓝图,518
Lapantouflemagic.MechanizedSeaweedfarm.Description,"一个复杂的装置，巧妙地将机械能转化为美味的食物。
消耗木材进行维护。
<color=green>需要搬运工</color>来将多余资源存储。",519
Lapantouflemagic.MechanizedSeaweedfarm.FlavorDescription,"""海狸工程的第一条规则，就是不要太仔细看机械装置。"" 
-海狸爷爷，关于他的胡须发生了什么",520
Lapantouflemagic.NEWPaperMill.Description,"一个机械化造纸厂。
偶尔会损坏齿轮。
<color=#00FFFF>可作为堤坝使用</color>",521
Lapantouflemagic.SmallAquiferPump.DisplayName,小型含水层泵,522
Lapantouflemagic.SmallAquiferPump.Description,"一个机械化泵，直接从地下汲取地下水。
偶尔会损坏齿轮。
<color=green>需要搬运工</color>来将多余资源存储。",523
Lapantouflemagic.SmallAquiferPump.FlavorDescription,"""所以如果我们有足够的动力，我们即使在干旱期间也能获得水？但我们怎么获得动……"" 
""嘘，鲍比，别问傻问题。"" 
-海狸爸爸",524
Lapantouflemagic.MechanicalDrill.DisplayName,机械钻机,525
Lapantouflemagic.IronMechanicalDrill.DisplayName,机械钻机（铁矿）,526
Lapantouflemagic.MechanicalDrillBlueprint.Fancy.DisplayName,机械钻机豪华蓝图,527
Lapantouflemagic.MechanicalDrillBlueprint.Fancy.PluralDisplayName,机械钻机豪华蓝图,528
Lapantouflemagic.MechanicalDrillBlueprint.DisplayName,机械钻机蓝图,529
Lapantouflemagic.MechanicalDrillBlueprint.PluralDisplayName,机械钻机蓝图,530
Lapantouflemagic.IronMechanicalDrill.Description,"一个机械钻机，破碎岩石以提取铁矿。
钻头需要定期更换。
<color=red>删除废石是作弊！</color>
<color=green>需要搬运工</color><color=red>来存储资源并提供钻头</color>",531
Lapantouflemagic.IronMechanicalDrill.FlavorDescription,"""真疯狂，你能在同一个地方钻几天，还能找到更多矿！"" 
-海狸妈妈",532
Lapantouflemagic.CoalMechanicalDrill.DisplayName,机械钻机（煤矿）,533
Lapantouflemagic.CoalMechanicalDrill.Description,"一个机械钻机，破碎岩石以提取煤矿。
钻头需要定期更换。
<color=red>删除废石是作弊！</color>
<color=green>需要搬运工</color><color=red>来存储资源并提供钻头</color>",534
Lapantouflemagic.CoalMechanicalDrill.FlavorDescription,"""如果你让钻机转得太快，煤可能会点燃，砰的一声炸掉整座山！"" 
-一个糟糕的炼金术士海狸",535
Lapantouflemagic.NEWGristmill.Description,"将植物物质磨成面粉。
经常损坏齿轮。
<color=#00FFFF>可作为堤坝使用</color>",536
Good.GreenUdon.DisplayName,奇怪的乌冬面,537
Good.Hobbyplants.PluralDisplayName,爱好植物,538
Lapantouflemagic.Hobbygardener.DisplayName,爱好园丁,539
Lapantouflemagic.Hobbygardener.FlavorDescription,"""看，蒲公英和浆果喜欢一种非常特殊的土壤，很难复制。这就是为什么我们不能随心所欲地种植它们。"" 
-一个园丁海狸",540
Good.Drillbits.DisplayName,钻头,541
Good.Drillbits.PluralDisplayName,钻头,542
Lapantouflemagic.Factory.DisplayName,工厂,543
Lapantouflemagic.Factory.FlavorDescription,"""如果你需要一个铁砧来制造其他铁砧，那第一个铁砧是从哪里来的？"" 
-阿莫克，金属工海狸",544
Lapantouflemagic.UselessPlant1.FlavorDescription,"不能吃。",545
Good.Quartz.DisplayName,石英,546
Good.Quartz.PluralDisplayName,石英,547
Good.ZauerKrautMix.DisplayName,酸菜混合,548
Good.ZauerKrautMix.PluralDisplayName,酸菜混合,549
Good.Kimchi.DisplayName,泡菜,550
Good.Kimchi.PluralDisplayName,泡菜,551
Good.RedSoda.DisplayName,辣味汽水,552
Good.RedSoda.PluralDisplayName,辣味汽水,553
Lapantouflemagic.Brewery.DisplayName,酿酒厂,554
Lapantouflemagic.Brewery.Description,"一个大房子，方便酿酒师管理大量发酵桶。
<color=#00FFFF>可作为堤坝使用</color>",555
Lapantouflemagic.Brewery.FlavorDescription,"""蘑菇汁是你能想到的最难喝的东西，但把它加到一些配料里，反而让一切变得更好。我们应该研究一下这个现象。"" 
-一个科学家海狸",556
Good.CoconutMilk.DisplayName,椰奶,557
Good.CoconutMilk.PluralDisplayName,椰奶,558
Lapantouflemagic.Smallcookhouse.DisplayName,烹饪小屋,559
Lapantouflemagic.Smallcookhouse.FlavorDescription,"""你看到外面那棍子上的东西了吗？那不是土豆，我们不吃土豆。那是淘气的小海狸的下场。"" 
-海狸爷爷",560
Lapantouflemagic.Overhang_ALT.DisplayName,串烤外悬平台,563
Lapantouflemagic.Winery.DisplayName,酒窖,564
Lapantouflemagic.Winery.FlavorDescription,"""不，鲍比，你小时候掉进去过，还记得吗？""",566
NaturalResource.Waterbamboo.DisplayName,难以置信的高竹子,569
NaturalResource.Waterbamboo.FlavorDescription,"""如果你等得够久，你可以顺着它爬到月亮！""",570
Blueprint.ENSGreen.DisplayName,ENS建筑蓝图,571
Blueprint.ENSGreen.PluralDisplayName,ENS建筑蓝图,572
Blueprint.ENSGreen.Fancy.DisplayName,ENS豪华建筑蓝图,573
Blueprint.ENSGreen.Fancy.PluralDisplayName,ENS豪华建筑蓝图,574
Blueprint.ENSBlue.DisplayName,ENS机械蓝图,575
Blueprint.ENSBlue.PluralDisplayName,ENS机械蓝图,576
Blueprint.ENSBlue.Fancy.DisplayName,ENS豪华机械蓝图,577
Blueprint.ENSBlue.Fancy.PluralDisplayName,ENS豪华机械蓝图,578
Lapantouflemagic.BachelorInMycology.DisplayName,农业学士,579
Lapantouflemagic.BachelorInMycology.PluralDisplayName,农业学士,580
Good.Mushrooms3.PluralDisplayName,蘑菇,581
Lapantouflemagic.DomesticatedBerries.DisplayName,家养浆果,582
Lapantouflemagic.DomesticatedBerries.FlavorDescription,"""想想我们能用这些做出多少美味的甜点！""",583
Lapantouflemagic.TreeNursery.DisplayName,树苗培育场,584
Lapantouflemagic.TreeNursery.FlavorDescription,你知道吗，紫炖菜是很棒的肥料？,585
Lapantouflemagic.MechanizedCabbagefarm.DisplayName,"钟摆水培卷心菜农场",586
Lapantouflemagic.MechanizedSunflowerfarm.DisplayName,"钟摆水培向日葵农场",587
Lapantouflemagic.MechanizedGreenPeasfarm.DisplayName,"钟摆水培青豆农场",588
Reciepe.ChestnutBeerBarrel.DisplayName,普通的栗子啤酒,589
Good.ChestnutBeer.DisplayName,栗子啤酒,590
Good.ChestnutBeer.PluralDisplayName,栗子啤酒,591
Good.Wine.DisplayName,葡萄酒,592
Good.Wine.PluralDisplayName,葡萄酒,593
Good.Methane2.PluralDisplayName,甲烷,594
Good.ChestnutFlour.DisplayName,栗子粉,597
Good.ChestnutFlour.PluralDisplayName,栗子粉,598
Good.GrapeJuice.DisplayName,葡萄汁,599
Good.GrapeJuice.PluralDisplayName,葡萄汁,600
Building.GiantLogStorage.DisplayName,巨型原木储藏室,601
Building.GiantLogStorage.Description,储存来自巨杉的巨型原木。,602
Building.GiantLogStorage.FlavorDescription,"""他是怎么把那么大块原木一路搬过来的？""",603
Good.GiantLog.DisplayName,巨型原木,604
Good.GiantLog.PluralDisplayName,巨型原木,605
Building.GiantLogFeller.DisplayName,巨杉伐木工,606
Building.GiantLogFeller.Description,砍伐巨杉并储存一些巨型原木。,607
Building.GiantLogFeller.FlavorDescription,"""我猜如果它砸在我脸上，我就不用担心医院的食物味道了。""",608
Lapantouflemagic.StoragePiles.DisplayName,储物堆,609
Lapantouflemagic.BoxStorage.DisplayName,仓库,610
Lapantouflemagic.LiquidStorage.DisplayName,储罐,611
Good.WasteRock.DisplayName,废石,612
Good.WasteRock.PluralDisplayName,废石,613
Lapantouflemagic.Trebuchet.DisplayName,投石机,614
Lapantouflemagic.Trebuchet.FlavorDescription,"谁不需要一个老式的投石机呢？",615
Need.Trebuchetdeath.DisplayName,投石机之死,616
Good.Grapes.DisplayName,葡萄,620
Good.Iceblock.DisplayName,冰块,622
Good.Iceblock.PluralDisplayName,冰块,623
Good.Bones.DisplayName,海狸骨骼,624
Good.Bones.PluralDisplayName,海狸骨骼,625
Good.FrozenHumanMeat.DisplayName,冷冻人类肉,626
Good.FrozenHumanMeat.PluralDisplayName,冷冻人类肉,627
Good.Necronomicon.DisplayName,尖叫的诅咒厄运之书,628
Good.Necronomicon.PluralDisplayName,尖叫的诅咒厄运之书,629
Good.CursedScroll.DisplayName,禁忌魔法诅咒卷轴,630
Good.CursedScroll.PluralDisplayName,禁忌魔法诅咒卷轴,631
Lapantouflemagic.VillageJobs.DisplayName,村庄工作,632
Good.BalloonPlatformBlueprint.DisplayName,气球贸易着陆台蓝图,633
Good.BalloonPlatformBlueprint.PluralDisplayName,气球贸易着陆台蓝图,634
Good.BalloonPlatformFancyBlueprint.DisplayName,豪华气球贸易着陆台蓝图,635
Good.BalloonPlatformFancyBlueprint.PluralDisplayName,豪华气球贸易着陆台蓝图,636
Lapantouflemagic.MasterInMetallurgy.DisplayName,冶金学硕士,637
Lapantouflemagic.MasterInMetallurgy.PluralDisplayName,冶金学硕士,638
Lapantouflemagic.NursingLicense.DisplayName,护理执照,639
Lapantouflemagic.NursingLicense.PluralDisplayName,护理执照,640
Good.GlassPane.DisplayName,玻璃板,641
Good.GlassPane.PluralDisplayName,玻璃板,642
